,customer_id,address,postcode,state,country,property_valuation,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
11893,2130,26064 Morningstar Junction,2480,NSW,Australia,2,2017-09-09,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,Coxhell,Coxhell,Female,95.0,1990-01-01,Structural Engineer,Property,High Net Worth,No,Yes,16.0
11894,2130,26064 Morningstar Junction,2480,NSW,Australia,2,2017-07-31,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,Coxhell,Coxhell,Female,95.0,1990-01-01,Structural Engineer,Property,High Net Worth,No,Yes,16.0
11895,2130,26064 Morningstar Junction,2480,NSW,Australia,2,2017-07-13,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,34170.0,Coxhell,Coxhell,Female,95.0,1990-01-01,Structural Engineer,Property,High Net Worth,No,Yes,16.0
11896,2130,26064 Morningstar Junction,2480,NSW,Australia,2,2017-05-03,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,42105.0,Coxhell,Coxhell,Female,95.0,1990-01-01,Structural Engineer,Property,High Net Worth,No,Yes,16.0
11897,2130,26064 Morningstar Junction,2480,NSW,Australia,2,2017-04-22,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,41434.0,Coxhell,Coxhell,Female,95.0,1990-01-01,Structural Engineer,Property,High Net Worth,No,Yes,16.0
11903,2132,7518 Canary Parkway,2145,NSW,Australia,9,2017-12-12,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,34170.0,Dougary,Dougary,Female,16.0,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,No,Yes,22.0
11904,2132,7518 Canary Parkway,2145,NSW,Australia,9,2017-11-29,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,39915.0,Dougary,Dougary,Female,16.0,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,No,Yes,22.0
11905,2132,7518 Canary Parkway,2145,NSW,Australia,9,2017-11-11,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41009.0,Dougary,Dougary,Female,16.0,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,No,Yes,22.0
11906,2132,7518 Canary Parkway,2145,NSW,Australia,9,2017-07-15,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38482.0,Dougary,Dougary,Female,16.0,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,No,Yes,22.0
11907,2132,7518 Canary Parkway,2145,NSW,Australia,9,2017-06-18,True,Approved,Solex,Road,medium,large,1777.8,820.78,42710.0,Dougary,Dougary,Female,16.0,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,No,Yes,22.0
11908,2132,7518 Canary Parkway,2145,NSW,Australia,9,2017-06-06,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,36334.0,Dougary,Dougary,Female,16.0,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,No,Yes,22.0
11909,2132,7518 Canary Parkway,2145,NSW,Australia,9,2017-03-31,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,35378.0,Dougary,Dougary,Female,16.0,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,No,Yes,22.0
11910,2132,7518 Canary Parkway,2145,NSW,Australia,9,2017-03-28,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,35560.0,Dougary,Dougary,Female,16.0,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,No,Yes,22.0
11911,2133,32 Spenser Crossing,2880,NSW,Australia,1,2017-09-01,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,33879.0,Blaisdale,Blaisdale,Female,44.0,1998-01-20,General Manager,Financial Services,High Net Worth,No,No,3.0
11912,2133,32 Spenser Crossing,2880,NSW,Australia,1,2017-05-19,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,35470.0,Blaisdale,Blaisdale,Female,44.0,1998-01-20,General Manager,Financial Services,High Net Worth,No,No,3.0
11913,2133,32 Spenser Crossing,2880,NSW,Australia,1,2017-02-26,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,41064.0,Blaisdale,Blaisdale,Female,44.0,1998-01-20,General Manager,Financial Services,High Net Worth,No,No,3.0
11914,2133,32 Spenser Crossing,2880,NSW,Australia,1,2017-01-26,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37539.0,Blaisdale,Blaisdale,Female,44.0,1998-01-20,General Manager,Financial Services,High Net Worth,No,No,3.0
11915,2133,32 Spenser Crossing,2880,NSW,Australia,1,2017-01-05,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40779.0,Blaisdale,Blaisdale,Female,44.0,1998-01-20,General Manager,Financial Services,High Net Worth,No,No,3.0
11916,2134,654 Kim Parkway,3175,VIC,Australia,3,2017-10-10,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Ruoff,Ruoff,Male,16.0,2000-02-21,Nurse,Manufacturing,Affluent Customer,No,No,2.0
11917,2134,654 Kim Parkway,3175,VIC,Australia,3,2017-09-19,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,Ruoff,Ruoff,Male,16.0,2000-02-21,Nurse,Manufacturing,Affluent Customer,No,No,2.0
11918,2134,654 Kim Parkway,3175,VIC,Australia,3,2017-09-04,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,Ruoff,Ruoff,Male,16.0,2000-02-21,Nurse,Manufacturing,Affluent Customer,No,No,2.0
11919,2134,654 Kim Parkway,3175,VIC,Australia,3,2017-07-14,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Ruoff,Ruoff,Male,16.0,2000-02-21,Nurse,Manufacturing,Affluent Customer,No,No,2.0
11920,2134,654 Kim Parkway,3175,VIC,Australia,3,2017-04-08,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Ruoff,Ruoff,Male,16.0,2000-02-21,Nurse,Manufacturing,Affluent Customer,No,No,2.0
11922,2136,99000 Petterle Drive,2062,NSW,Australia,9,2017-12-20,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40336.0,Golsworthy,Golsworthy,Female,21.0,1965-07-12,Office Assistant I,Health,High Net Worth,No,Yes,5.0
11923,2136,99000 Petterle Drive,2062,NSW,Australia,9,2017-10-10,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,39298.0,Golsworthy,Golsworthy,Female,21.0,1965-07-12,Office Assistant I,Health,High Net Worth,No,Yes,5.0
11924,2136,99000 Petterle Drive,2062,NSW,Australia,9,2017-05-26,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,36668.0,Golsworthy,Golsworthy,Female,21.0,1965-07-12,Office Assistant I,Health,High Net Worth,No,Yes,5.0
11925,2136,99000 Petterle Drive,2062,NSW,Australia,9,2017-05-17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37823.0,Golsworthy,Golsworthy,Female,21.0,1965-07-12,Office Assistant I,Health,High Net Worth,No,Yes,5.0
11930,2138,1861 Golf Course Circle,2216,NSW,Australia,8,2017-11-17,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Gon,Gon,Female,23.0,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,No,No,15.0
11931,2138,1861 Golf Course Circle,2216,NSW,Australia,8,2017-08-28,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,Gon,Gon,Female,23.0,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,No,No,15.0
11932,2138,1861 Golf Course Circle,2216,NSW,Australia,8,2017-08-19,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,Gon,Gon,Female,23.0,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,No,No,15.0
11933,2138,1861 Golf Course Circle,2216,NSW,Australia,8,2017-08-05,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,Gon,Gon,Female,23.0,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,No,No,15.0
11934,2138,1861 Golf Course Circle,2216,NSW,Australia,8,2017-04-24,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Gon,Gon,Female,23.0,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,No,No,15.0
11935,2138,1861 Golf Course Circle,2216,NSW,Australia,8,2017-04-05,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Gon,Gon,Female,23.0,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,No,No,15.0
11936,2138,1861 Golf Course Circle,2216,NSW,Australia,8,2017-02-09,True,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Gon,Gon,Female,23.0,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,No,No,15.0
11937,2139,27 Mayer Lane,3756,VIC,Australia,7,2017-10-31,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40618.0,Brands,Brands,Female,87.0,1982-02-06,Accountant II,IT,Affluent Customer,No,Yes,7.0
11938,2139,27 Mayer Lane,3756,VIC,Australia,7,2017-10-23,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,41701.0,Brands,Brands,Female,87.0,1982-02-06,Accountant II,IT,Affluent Customer,No,Yes,7.0
11939,2139,27 Mayer Lane,3756,VIC,Australia,7,2017-06-26,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Brands,Brands,Female,87.0,1982-02-06,Accountant II,IT,Affluent Customer,No,Yes,7.0
11940,2139,27 Mayer Lane,3756,VIC,Australia,7,2017-04-18,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38216.0,Brands,Brands,Female,87.0,1982-02-06,Accountant II,IT,Affluent Customer,No,Yes,7.0
11941,2139,27 Mayer Lane,3756,VIC,Australia,7,2017-03-26,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41701.0,Brands,Brands,Female,87.0,1982-02-06,Accountant II,IT,Affluent Customer,No,Yes,7.0
11942,2140,47336 Garrison Court,4670,QLD,Australia,1,2017-09-23,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,Ramsdell,Ramsdell,Male,59.0,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,No,No,21.0
11943,2140,47336 Garrison Court,4670,QLD,Australia,1,2017-09-06,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,Ramsdell,Ramsdell,Male,59.0,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,No,No,21.0
11944,2140,47336 Garrison Court,4670,QLD,Australia,1,2017-07-17,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Ramsdell,Ramsdell,Male,59.0,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,No,No,21.0
11945,2140,47336 Garrison Court,4670,QLD,Australia,1,2017-06-14,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Ramsdell,Ramsdell,Male,59.0,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,No,No,21.0
11946,2140,47336 Garrison Court,4670,QLD,Australia,1,2017-05-17,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,Ramsdell,Ramsdell,Male,59.0,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,No,No,21.0
11947,2140,47336 Garrison Court,4670,QLD,Australia,1,2017-04-26,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Ramsdell,Ramsdell,Male,59.0,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,No,No,21.0
11948,2140,47336 Garrison Court,4670,QLD,Australia,1,2017-02-01,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Ramsdell,Ramsdell,Male,59.0,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,No,No,21.0
11949,2140,47336 Garrison Court,4670,QLD,Australia,1,2017-01-29,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,Ramsdell,Ramsdell,Male,59.0,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,No,No,21.0
11950,2141,27 Drewry Road,2102,NSW,Australia,10,2017-10-15,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,34244.0,Bruggen,Bruggen,Female,50.0,1964-08-21,Programmer I,Financial Services,High Net Worth,No,Yes,4.0
11951,2141,27 Drewry Road,2102,NSW,Australia,10,2017-08-20,False,Approved,Solex,Standard,medium,large,202.62,151.96,33364.0,Bruggen,Bruggen,Female,50.0,1964-08-21,Programmer I,Financial Services,High Net Worth,No,Yes,4.0
11952,2141,27 Drewry Road,2102,NSW,Australia,10,2017-08-10,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,34170.0,Bruggen,Bruggen,Female,50.0,1964-08-21,Programmer I,Financial Services,High Net Worth,No,Yes,4.0
11953,2141,27 Drewry Road,2102,NSW,Australia,10,2017-05-17,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,41533.0,Bruggen,Bruggen,Female,50.0,1964-08-21,Programmer I,Financial Services,High Net Worth,No,Yes,4.0
11965,2144,47 Kensington Avenue,2650,NSW,Australia,4,2017-10-24,True,Approved,Solex,Standard,high,medium,1024.66,614.8,41345.0,Kingstne,Kingstne,Female,12.0,1978-04-11,Office Assistant IV,Property,Mass Customer,No,Yes,9.0
11966,2144,47 Kensington Avenue,2650,NSW,Australia,4,2017-10-21,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38339.0,Kingstne,Kingstne,Female,12.0,1978-04-11,Office Assistant IV,Property,Mass Customer,No,Yes,9.0
11967,2144,47 Kensington Avenue,2650,NSW,Australia,4,2017-05-31,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,33888.0,Kingstne,Kingstne,Female,12.0,1978-04-11,Office Assistant IV,Property,Mass Customer,No,Yes,9.0
11968,2144,47 Kensington Avenue,2650,NSW,Australia,4,2017-05-22,False,Approved,Solex,Standard,high,large,1842.92,1105.75,36668.0,Kingstne,Kingstne,Female,12.0,1978-04-11,Office Assistant IV,Property,Mass Customer,No,Yes,9.0
11969,2144,47 Kensington Avenue,2650,NSW,Australia,4,2017-05-09,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,34996.0,Kingstne,Kingstne,Female,12.0,1978-04-11,Office Assistant IV,Property,Mass Customer,No,Yes,9.0
11970,2144,47 Kensington Avenue,2650,NSW,Australia,4,2017-05-06,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39915.0,Kingstne,Kingstne,Female,12.0,1978-04-11,Office Assistant IV,Property,Mass Customer,No,Yes,9.0
11971,2144,47 Kensington Avenue,2650,NSW,Australia,4,2017-03-18,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,41047.0,Kingstne,Kingstne,Female,12.0,1978-04-11,Office Assistant IV,Property,Mass Customer,No,Yes,9.0
11972,2144,47 Kensington Avenue,2650,NSW,Australia,4,2017-02-18,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172.0,Kingstne,Kingstne,Female,12.0,1978-04-11,Office Assistant IV,Property,Mass Customer,No,Yes,9.0
11973,2145,9870 Brickson Park Trail,2216,NSW,Australia,8,2017-06-19,False,Approved,Solex,Standard,high,medium,748.17,448.9,37698.0,Quittonden,Quittonden,Female,44.0,1959-11-11,Librarian,Entertainment,Affluent Customer,No,Yes,19.0
11979,2148,45613 Meadow Valley Center,3976,VIC,Australia,6,2017-08-15,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36833.0,Freeth,Freeth,Female,78.0,1989-03-20,Engineer I,Manufacturing,Mass Customer,No,Yes,15.0
11980,2148,45613 Meadow Valley Center,3976,VIC,Australia,6,2017-06-25,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33552.0,Freeth,Freeth,Female,78.0,1989-03-20,Engineer I,Manufacturing,Mass Customer,No,Yes,15.0
11981,2148,45613 Meadow Valley Center,3976,VIC,Australia,6,2017-05-30,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,36498.0,Freeth,Freeth,Female,78.0,1989-03-20,Engineer I,Manufacturing,Mass Customer,No,Yes,15.0
11982,2148,45613 Meadow Valley Center,3976,VIC,Australia,6,2017-05-06,False,Approved,Solex,Road,medium,large,1777.8,820.78,33552.0,Freeth,Freeth,Female,78.0,1989-03-20,Engineer I,Manufacturing,Mass Customer,No,Yes,15.0
12004,2152,2800 Dottie Trail,3071,VIC,Australia,10,2017-12-29,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,37838.0,Labone,Labone,Female,40.0,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,No,Yes,19.0
12005,2152,2800 Dottie Trail,3071,VIC,Australia,10,2017-10-25,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33552.0,Labone,Labone,Female,40.0,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,No,Yes,19.0
12006,2152,2800 Dottie Trail,3071,VIC,Australia,10,2017-09-16,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Labone,Labone,Female,40.0,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,No,Yes,19.0
12007,2152,2800 Dottie Trail,3071,VIC,Australia,10,2017-07-09,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,42560.0,Labone,Labone,Female,40.0,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,No,Yes,19.0
12008,2152,2800 Dottie Trail,3071,VIC,Australia,10,2017-07-05,False,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Labone,Labone,Female,40.0,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,No,Yes,19.0
12009,2152,2800 Dottie Trail,3071,VIC,Australia,10,2017-06-29,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41701.0,Labone,Labone,Female,40.0,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,No,Yes,19.0
12010,2152,2800 Dottie Trail,3071,VIC,Australia,10,2017-04-13,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35470.0,Labone,Labone,Female,40.0,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,No,Yes,19.0
12011,2152,2800 Dottie Trail,3071,VIC,Australia,10,2017-04-09,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,40553.0,Labone,Labone,Female,40.0,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,No,Yes,19.0
12012,2152,2800 Dottie Trail,3071,VIC,Australia,10,2017-04-07,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,42404.0,Labone,Labone,Female,40.0,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,No,Yes,19.0
12020,2154,0799 Florence Street,2089,NSW,Australia,9,2017-11-22,False,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,Bolf,Bolf,Female,86.0,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,No,No,6.0
12021,2154,0799 Florence Street,2089,NSW,Australia,9,2017-10-29,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,Bolf,Bolf,Female,86.0,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,No,No,6.0
12022,2154,0799 Florence Street,2089,NSW,Australia,9,2017-08-09,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Bolf,Bolf,Female,86.0,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,No,No,6.0
12023,2154,0799 Florence Street,2089,NSW,Australia,9,2017-08-06,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,Bolf,Bolf,Female,86.0,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,No,No,6.0
12024,2154,0799 Florence Street,2089,NSW,Australia,9,2017-07-19,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,Bolf,Bolf,Female,86.0,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,No,No,6.0
12025,2154,0799 Florence Street,2089,NSW,Australia,9,2017-05-28,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,Bolf,Bolf,Female,86.0,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,No,No,6.0
12037,2156,13852 Burning Wood Terrace,2199,NSW,Australia,1,2017-09-08,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,41434.0,Mowday,Mowday,Male,96.0,1977-04-08,Desktop Support Technician,Retail,Mass Customer,No,Yes,18.0
12038,2156,13852 Burning Wood Terrace,2199,NSW,Australia,1,2017-08-20,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,Mowday,Mowday,Male,96.0,1977-04-08,Desktop Support Technician,Retail,Mass Customer,No,Yes,18.0
12039,2156,13852 Burning Wood Terrace,2199,NSW,Australia,1,2017-06-16,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,40649.0,Mowday,Mowday,Male,96.0,1977-04-08,Desktop Support Technician,Retail,Mass Customer,No,Yes,18.0
12040,2156,13852 Burning Wood Terrace,2199,NSW,Australia,1,2017-06-14,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,41064.0,Mowday,Mowday,Male,96.0,1977-04-08,Desktop Support Technician,Retail,Mass Customer,No,Yes,18.0
12041,2156,13852 Burning Wood Terrace,2199,NSW,Australia,1,2017-05-27,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165.0,Mowday,Mowday,Male,96.0,1977-04-08,Desktop Support Technician,Retail,Mass Customer,No,Yes,18.0
12042,2156,13852 Burning Wood Terrace,2199,NSW,Australia,1,2017-03-01,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,34556.0,Mowday,Mowday,Male,96.0,1977-04-08,Desktop Support Technician,Retail,Mass Customer,No,Yes,18.0
12043,2157,735 Eastlawn Place,4160,QLD,Australia,8,2017-07-22,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,Petyankin,Petyankin,Female,52.0,1978-01-30,Community Outreach Specialist,Property,Mass Customer,No,No,19.0
12044,2157,735 Eastlawn Place,4160,QLD,Australia,8,2017-06-20,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,Petyankin,Petyankin,Female,52.0,1978-01-30,Community Outreach Specialist,Property,Mass Customer,No,No,19.0
12045,2158,6 Sauthoff Court,2144,NSW,Australia,9,2017-11-10,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,Begbie,Begbie,Male,11.0,1960-12-18,Physical Therapy Assistant,Entertainment,Mass Customer,No,No,6.0
12046,2158,6 Sauthoff Court,2144,NSW,Australia,9,2017-09-26,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Begbie,Begbie,Male,11.0,1960-12-18,Physical Therapy Assistant,Entertainment,Mass Customer,No,No,6.0
